student_id,first_name,last_name,age,sex,civil_status,region,province,municipality,barangay_type,year_level,course,course_category,gwa_percentage,gwa_numeric_1to5,family_annual_income_php,family_size,is_solo_parent_dependent,is_pwd,is_indigenous_people,is_4ps_beneficiary,is_ofw_dependent,parents_occupation,high_school_type,shs_strand,enrolled_hei_type,has_existing_scholarship,scholarship_label
1113,Andrei,Durano,24,Male,Single,Region II,Isabela,Cabagan,Rural,1,BS Agricultural Engineering (Coconut),Coconut-Related,78.59,,181439.0,7.0,Yes,No,No,No,No,unemployed,Public,STEM,SUC,N,CHED CoScho
1114,Liza,Santos,21,Female,Single ,Region II,Isabela,Other City/Municipality,Rural,2,BS Mathematics,Science,93.67,1.74,119228.0,9.0,No,No,No,No,No,Construction Worker,Public,STEM,suc,No,CHED Merit - Half
1115,Rowena,Pagulayan,23,Female,Single,Region II,,Alicia,Rural,3,BS Information Systems,IT/Computing,96.93,1.27,364045.0,,No,No,No,No,No,,Public,STEM,SUC,No,College Scholar
1116,Precious,Lumaban,17,Female,Single,Region II,Other Province,Alicia,Rural,2,BA Communication,Social Sciences,95.33,1.64,314139.0,2.0,No,No,No,No,No,Private Employee,Public,Academic (HUMSS/GAS),Private HEI,No,CHED Merit - Half
1117,Jose,Ramos,22,Male,Married ,Region V,Other Province,Roxas,Rural,3,BS Hotel and Restaurant Management,Hospitality,77.49,3.29,614467.0,6.0,No,NO,No,No,No,Government Employee,Public,TVL/ABM,SUC,no,CHED SIKAP
1118,Gina,Bautista,24,Female,Singe,Region II,,Cauayan City,Urban,4,BS Agricultural Engineering (Coconut),Coconut-Related,85.9,2.42,274466.0,2.0,0,No,No,No,n,Coconut Farmer,Public,STEM,SUC,0,CHED CoScho
1119,Arjay,De Leon,24,m,Single,Region II,Quezon,Alicia,Urban,3,BS Agriculture (Coconut Farming Focus),Coconut-Related,88.85,2.36,171176.0,6.0,No,,no,No,YES,Private Employee,Public,STEM,SUC,No,CHED CoScho
1120,Liza,De Leon,23,Female,Single,Region II,Cagayan,Cordon,Rural,4,BS Fisheries,Agriculture,85.11,2.08,282250.0,7.0,No,No,No,No,0,Fisherfolk,Public,STEM,SUC,No,CHED TDP
1121,Patrick,Bautista,24,Male,Single,Region XI,Other Province,Ilagan City,Rural,3,BS Agricultural Engineering (Coconut),Coconut-Related,91.17,1.78,259384.0,3.0,No,No,No,No,No,Construction Worker,Public,STEM,SUC,No,CHED CoScho
1122,Nicole,Panganiban,25,Female,Single,Region VII,Other Province,Cordon,Rural,4,BS Pharmacy,Health Science,84.21,2.64,254341.0,3.0,No,nope,No,No,No,Driver/Tricycle Operator,Private,STEM,Private HEI,No,CHED TDP
1123,Francis,Soriano,20,Male,Single ,CAR,Isabela,Other City/Municipality,Rural,2,BS Agribusiness (Sugar Industry),Sugarcane-Related,84.3,2.74,64286.0,7.0,No,,No,Yes,Yes,Construction Worker,Public,STEM,SUC,No,CHED SIDA
1124,Carlo,Dizon,19,Male,Single,Region II,Other Province,Santiago City,Rural,3,BS Information Systems,IT/Computing,96.84,1.37,349158.0,9.0,nO,NO,No,,No,Coconut Farmer,Private,STEM,SUC,No,CHED Merit - Full
1125,Noel,Cagurangan,23,Male,Single,Region XI,Other Province,Jones,Rural,1,BS Biology,Science,88.09,2.29,282547.0,6.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,State University,No,CHED TES
1126,Carlo,Cagurangan,17,Male,Single,Region II,Isabela,Jones,Rural,2,BS Nutrition and Dietetics,Health Sciences,93.49,1.55,76088.0,8.0,No,Yes,No,No,No,Self-Employed,Public,STEM,SUC,No,DOST Undergraduate Scholarship
1127,Arjay,Cruz,23,Male,Single,Region I,Other Province,Santiago City,Urban,4,BS Agricultural Economics,Agriculture,82.27,2.93,34216.0,4.0,No,No,Yes,No,N,Fisherfolk,Public,STEM,SUC,No,CHED TES
1128,Liza,Torres,24,F,Single,Region II,Cagayan,Alicia,Rural,4,BS Business Administration,Business,98.99,1.44,,2.0,No,Yes,No,No,No,Coconut Farmer,Public,ABm,SUC,No,University Scholar
1129,Lovely,Aquino,25,Female,Single,Region II,Cagayan,Alicia,Urban,2,BS Psychology,Social Sciences,81.83,2.85,104424.0,9.0,No,No,No,No,No,,Public,Academic(HUMSS/GAS),Private HEI,No,BRO-ED ISU Cauayan
1130,Sarah,Santos,23,Female,Single,Region II,Cebu,Other City/Municipality,Urban,2,BS Agriculture (Sugarcane Farming),Sugarcane-Related,78.65,3.03,180467.0,4.0,nO,nO,No,y,No,Farmer,Public,STEM,LUC,0,CHED SIDA
1131,Renz,De Leon,24,Male ,Single,Region VI,Other Province,Ilagan City,urban,4,BS Entrepreneurship,Business,96.97,1.45,465972.0,4.0,y,No,No,No,Yes,Private Employee,,ABM,SUC,No,CHED Merit - Full
1132,Angelo,Dela Cruz,20,Male,Single,Region II,Cagayan,Alicia,Rural,3,BS Computer Science,it/computing,79.35,3.26,270071.0,9.0,No,No,No,No,No,,Public,Steem,SUC,No,CHED TES
1133,Sarah,Bautista,21,Female,SINGLE,Region II,Nueva Vizcaya,Cordon,Rural ,2,BS Social Work,Social Sciences,77.8,3.14,312514.0,5.0,Yes,No,No,No,No,Construction Worker,Public,Academic(HUMSS/GAS),Private HEI,No,CHED SIKAP
1134,Lovely,Cabauatan,22,Female,Married,Region VII,Other Province,Alicia,Rural,1,BS Agriculture (Sugarcane Farming),Sugarcane-Related,93.69,1.68,414212.0,,Yes,No,No,No,No,Coconut Farmer,Public,STEM,SUC,no,CHED Merit - Half
1135,Ana,Durano,18,Female,Single,Region II,Isabela,Cabagan,Rural,2,BS Management Accounting,Business,99.7,1.02,521973.0,4.0,No,,n,No,No,OFW,Public,ABM,Private HEI,n,University Scholar
1136,Maricris,Flores,23,Female,Single,Region III,Quezon,Jones,Rural,3,BS Agricultural Engineering (Coconut),Coconut-Related,90.58,1.97,146696.0,3.0,No,,No,,No,Driver/Tricycle Operator,Public,STEM,LUC,No,CHED CoScho
1137,Angela,Castillo,21,Female,Single,Region II,Isabela,Cauayan City,Urban,4,BS Agribusiness (Sugar Industry),Sugarcane-Related,96.98,1.4,352811.0,9.0,Yes,No,No,Yes,Yes,Government Employee,Private,STEM,SUC,No,College Scholar
1138,Patrick,Reyes,24,Male,Single,Region II,Isabela,Cauayan City,Rural,3,BS Agriculture (Coconut Farming Focus),Coconut-Related,99.45,1.02,453560.0,3.0,No,,No,No,No,Farmer,Public,STEM,LUC,No,University Scholar
1139,Precious,Ballesteros,24,Female,Married,Region X,Other Province,Santiago City,Urban,2,BS Nursing,Health Sciences,98.12,1.14,149906.0,5.0,n,No,No,No,nope,OFW,Private,STEM,Private HEI,No,CHED Merit - Full
1140,Lovely,De Leon,24,Female,Married,Region II,Cagayan,Jones,Rural,4,BS Computer Science,IT/Computing,83.65,2.99,353104.0,6.0,Yes,No,No,No,No,Unemployed,Private,STEM,SUC,No,CHED TDP
1141,Nicole,Aquino,20,Female,Single ,Region II,Isaballa,Echague,Urban,1,BA Communication,Social Sciences,96.76,1.1,354011.0,6.0,No,No,Yes,No,No,Coconut Farmer,Public,Academic (HUMSS/GAS),private hei,No,College Scholar
1142,Jose,Pagulayan,23,Male,Married,Region VIII,Batangas,Other City/Municipality,Rural,1,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,80.91,,186007.0,7.0,No,No,No,No,No,Unimployed,Public,STEM,SUC,No,CHED SIDA
1143,Juan,Lumaban,18,Male,Single,Region II,Cagayan,Cauayan City,Rural,3,BS Civil Engineering,Engineering,96.78,,,3.0,No,No,No,No,Yes,Self-Employed,Private,STEM,L.U.C,No,CHED Merit - Full
1144,Rhea,Dela Cruz,25,Female,Single,Region II,Isabela,Roxas,Rural,2,Bachelor of Physical Education,EDUCATION,76.29,3.14,200351.0,2.0,Yes,No,No,,NO,Private Employee,Private,Academic (HUMSS/GAS),SUC,No,CHED TES
1145,Andrei,Reyes,24,Male,Single,Region II,Isabela,Burgos,Rural ,1,BS Computer Engineering,Engineering,87.07,2.15,219837.0,5.0,No,No,No,No,N,Coconut Farmer,Public,STEM,SUC,No,ACEF-GIAHEP
1146,Maricris,Lumaban,19,Female,Single,Region I,Batangas,Other City/Municipality,Rural,2,BS Agriculture (Sugarcane Farming),Sugarcane-Related,84.94,2.74,136264.0,8.0,No,No,No,Yes,No,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIDA
1147,Francis,Soriano,22,Male,Single,Region V,Other Province,Cordon,Rural,3,BS Computer Science,IT/Computing,85.13,,222928.0,3.0,No,No,No,nO,No,Sugarcane Farmer,Private,STEM,LUC,No,DOST Undergraduate Scholarship
1148,Rommel,Gonzales,22,Male,Single,Region II,Isabela,Santiago City,Urban,1,BS Agribusiness (Coconut Industry),Coconut-Related,96.44,1.43,585607.0,6.0,No,No,No,N,No,Driver/Tricycle Operator,Public,STEM,S.U.C,No,College Scholar
1149,Carlo,Santos,21,Male,Single,Region II,Nueva Vizcaya,Burgos,Rural,1,BS Entrepreneurship,Business,86.22,2.32,77809.0,2.0,No,No,No,No,No,Fisherfolk,Public,ABM,LUC,0,CHED TES
1150,Michael,Garcia,24,Male,Single,Region II,Isabela,Other City/Municipality,Rural,3,BS Hotel and Restaurant Management,Hospitality,97.26,1.26,146355.0,2.0,No,No,No,no,No,Farmer,Private,TVL/ABM,SUc,No,University Scholar
1151,Rowena,Lumaban,20,Female ,Single,Region II,Isabela,Cabagan,Urban,4,BS Agriculture (Coconut Farming Focus),Coconut-Related,75.32,3.18,171527.0,3.0,No,No,No,No,Yes,Vendor/Small Business,Private,STEM,SUC,No,CHED TES
1152,Liza,Pagulayan,25,Female,Single,Region I,Other Province,Roxas,Rural,3,BS Hotel and Restaurant Management,Hospitality,85.61,2.29,224033.0,5.0,No,No,No,No,Yes,Sugarcane Farmer,,TVL/ABM,Private HEI,no,CHED TES
1153,Rhea,Garcia,23,Female,Single,Region II,Isabela,Cordon,Urban,3,BS Medical Technology,Helath Sciences,86.27,2.01,182070.0,,No,nope,No,Yes,No,Construction Worker,Private,STEM,SUC,No,CHED TDP
1154,Victor,Santos,18,Male,Single,Region II,Isabela,Cordon,Rural ,1,BS Accountancy,Business,80.61,2.67,488273.0,4.0,No,No,No,No,No,OFW,Private,ABM,suc,No,No Scholarship Recommended
1155,Angelo,Aquino,21,Male,Single,Region II,Nueva Vizcaya,Roxas,Rular,1,BS Medical Technology,Health Sciences,87.64,2.39,120769.0,7.0,No,No,Yes,No,No,Government Employee,Private,STEM,Private HEI,No,CHED TES
1156,Arjay,Bautista,25,Male,Married,Region V,Cebu,Other City/Municipality,Rural,1,BS Agribusiness (Sugar Industry),Sugarcane-Related,89.8,2.19,111873.0,4.0,No,NO,No,NO,No,Construction Worker,Public,STEM,LUC,No,CHED SIDA
1157,Karen,Pagulayan,20,Female,Single,Region II,Cagayan,Alicia,Urban,1,BS Computer Engineering,Engineering,87.09,,67877.0,7.0,N,No,No,No,No,Vendor/Small Business,Public,S.T.E.M,SUC,N,ACEF-GIAHEP
1158,Kevin,Ramos,24,Male,Single,Region VII,Other Province,Cauayan City,Rural,2,BS Computer Engineering,Engineering,94.46,1.54,167851.0,4.0,No,No,No,No,No,Self-Employed,Private,stem,Private HEI,No,ACEF-GIAHEP
1159,Precious,Durano,22,Female,Single,Region II,Quirino,Cabagan,Urban,1,BS Mathematics,Science,84.23,2.88,113188.0,5.0,No,No,No,nO,,Self-Employed,,STEM,SUC,No,CHED TDP
1160,Angela,Agcaoili,25,Female,Single,Region II,Cagayan,Roxas,Urban,3,BS Tourism Management,Hospitality,96.36,1.3,,7.0,No,No,No,No,No,Driver/Tricycle Operator,Private,TVL/ABM,SUC,No,College Scholar
1161,Ana,Dizon,20,Female,Single,Region VI,Batangas,Other City/Municipality,Urban,1,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,91.37,1.85,144606.0,3.0,No,No,No,No,Yes,Government Employee,Public,STEM,LUC,No,CHED SIDA
1162,Francis,Ballesteros,17,Male,Single,Region II,,Alicia,Urban,4,BS Electronics Engineering,Engineering,80.29,2.82,220987.0,4.0,No,,No,N,,Private Employee,Public,STEM,LUC,No,CHED TDP
1163,Renz,Santos,18,Male,Single,Region II,Isabela,Other City/Municipality,RURAL,3,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,92.6,1.8,276852.0,3.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,CHED SIKAP
1164,Maricris,Aquino,21,Female,Single,Region V,Other Province,Santiago City,Rural,1,BS Agribusiness (Coconut Industry),Coconut-Related,89.31,2.26,,8.0,No,No,No,No,No,Vendor/Small Business,,STEM,LUC,No,CHED CoScho
1165,Maricris,Soriano,25,Female,Single,Region VI,Other Province,Jones,Rural,4,BS Agribusiness (Coconut Industry),Coconut-Related,84.24,2.88,208308.0,4.0,No,No,0,Yes,No,Private Employee,Private,STEM,LUC,No,CHED CoScho
1166,Liza,De Leon,17,Female,Single,Region II,Isabela,Jones,Urban,3,BS Agricultural Economics,Agriculture,83.8,2.96,133646.0,,No,No,No,Yes,Yes,,Public,Stem,Private HEI,No,BRO-ED ISU Cauayan
1167,Gina,Castillo,19,Female,Single,Region VI,Other Province,Roxas,Rural,4,BS Fisheries,Agriculture,,1.22,310017.0,3.0,No,No,No,No,No,Construction Worker,,STEM,SUC,No,College Scholar
1168,Nicole,Mendoza,24,Female,Single,Region III,Other Province,Cabagan,Urban,4,BS Information Technology,IT/Computing,,2.42,158732.0,6.0,nope,No,No,Yes,No,Driver/Tricycle Operator,Private,STEM,SUC,No,CHED TES
1169,Juan,Castillo,19,Male,Single,Region I,Other Province,Echague,Rural,4,BS Statistics,Science,77.06,3.35,448071.0,4.0,No,No,No,No,,Fisherfolk,Public,Steem,LUC,Yes,No Scholarship Recommended
1170,Sarah,Cabauatan,21,Female,Single,CAR,Other Province,Jones,Urban,1,BS Management Accounting,Business,85.06,2.28,156223.0,4.0,nO,No,No,Yes,Yes,,Public,ABM,LUC,No,CHED TES
1171,Glenda,Soriano,21,Female,Single,Region V,Batangas,Other City/Municipality,Urban,1,BS Agribusiness (Sugar Industry),Sugarcane-Related,91.99,1.99,113028.0,9.0,No,No,No,nO,No,Unemployed,Public,STEM,Private HEI,No,CHED SIDA
1172,Rowena,Mendoza,20,Female,Single,Region II,Cagayan,Other City/Municipality,Urban,4,BS Agricultural Engineering (Coconut),Coconut-Related,96.34,1.16,443282.0,9.0,nO,No,No,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,College Scholar
1173,Juan,Panganiban,18,Male,Single,Region VII,Other Province,Santiago City,Rural,2,BS Agricultural Engineering (Coconut),Coconut-Related,92.78,1.91,163165.0,4.0,No,No,No,No,No,Private Employee,Public,Steem,SUC,No,CHED SIKAP
1174,Daniel,Bautista,25,MALE,Single,Region II,Other Province,Cauayan City,Rural,4,BS Agribusiness (Coconut Industry),Coconut-Related,97.72,1.15,246550.0,5.0,No,No,No,No,No,Unemployed,Public,STEM,LUC,No,University Scholar
1175,Angela,Bautista,18,Female,Single,Region II,Cagayan,Cauayan City,Rural,2,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,80.78,2.7,315083.0,3.0,Yes,No,No,y,No,Fisherfok,Public,STEM,SUC,No,CHED TDP
1176,Rommel,Durano,22,Male,Single ,Region II,Quirino,Cauayan City,Urban,3,BS Agricultural Economics,Agriculture,,2.46,123755.0,7.0,No,No,No,No,Yes,Unemployed,Public,stem,SUC,No,CHED TDP
1177,Gina,Durano,20,Female,Single,Region VI,Negros Occidental,Other City/Municipality,Rurall,4,BS Agribusiness (Sugar Industry),Sugarcane-Related,86.24,2.16,198590.0,5.0,No,No,No,Yes,Yes,Unemployed,Public,STEM,SUC,No,CHED SIDA
1178,Rowena,Villanueva,17,Female,Single,Region II,Isabela,Santiago City,Rural,2,BS Mathematics,Science,99.35,1.05,444943.0,4.0,No,No,No,No,No,selfemployed,Public,STEM,LUC,No,University Scholar
1179,Jose,Castillo,22,M,Married,Region II,Cagayan,Burgos,Rural,3,BS Mechanical Engineering,Engineering,90.87,1.94,171029.0,2.0,No,No,No,No,Yes,Coconut Farmer,Public,STEM,SUC,0,ACEF-GIAHEP
1180,Karen,Agcaoili,19,Female,sngle,Region II,Cagayan,Cauayan City,Urban,3,BS Social Work,Social Sciences,87.07,2.29,32660.0,5.0,No,No,n,yes,No,Government Employee,Public,Academic (HUMSS/GAS),SUC,No,CHED TES
1181,Sarah,Pagulayan,24,Female,Single,Region X,Isabela,Other City/Municipality,Rural,1,BS Agriculture (Sugarcane Farming),Sugarcane-Related,85.66,2.17,121234.0,8.0,No,No,No,No,No,Farmer,Public,STEM,Private HEI,No,CHED SIDA
1182,Patrick,Durano,23,Male,Married,Region II,Isabela,Alicia,Rural,2,Bachelor of Secondary Education,Education,83.11,2.81,193417.0,6.0,No,No,No,No,No,Private Employee,,Academic (HUMSS/GAS),LUC,No,CHED SIKAP
1183,Nicole,Castillo,21,Female ,Single,Region III,,Burgos,Rural,4,BS Agricultural Engineering,Agriculture,96.09,1.11,227061.0,4.0,No,No,No,No,No,Farmer,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
1184,Noel,Panganiban,20,Male,Single,CARAGA,Isabela,Other City/Municipality,Rural,2,BS Agriculture (Sugarcane Farming),Sugarcane-Related,87.87,2.26,178005.0,5.0,Yes,N,No,Yes,No,Driver/Tricycle Operator,,STEM,LUC,No,CHED SIDA
1185,Gina,Soriano,24,Female,Single,Region III,Other Province,Cordon,Rural,3,BS Agriculture,Agriculture,86.69,2.46,356589.0,8.0,No,No,No,nope,Yes,Sugarcane Farmer,Private,STEM,Private HEI,No,CHED TDP
1186,Joanna,Ramos,17,Female,Single,Region II,Isabela,Echague,Rural,4,Bachelor of Secondary Education,Education,96.11,1.21,211857.0,2.0,No,No,n,No,Yes,Vendor/Small Business,Private,Academic (HUMSS/GAS),Private HEI,No,CHED Merit - Full
1187,Andrei,Santos,19,Male,Single,Region X,Other Province,Cordon,Urban,1,BS Electronics Engineering,Engineering,94.93,1.72,54787.0,3.0,Yes,No,No,No,No,Fisherfolk,Public,SETM,LUC,No,ACEF-GIAHEP
1188,Rhea,Pagulayan,17,Female,Single,Region II,Isabela,Cabagan,Rural,2,BS Agricultural Engineering,Agriculture,83.6,2.65,803148.0,4.0,No,No,No,,No,OFW,Private,STEM,LUC,Yes,No Scholarship Recommended
1189,Kristine,Castillo,18,Female,Single,Region II,Isabela,Ilagan City,Rural,3,BA Communication,Social Sciences,82.03,2.68,181395.0,8.0,No,NO,No,No,No,Construction Worker,Public,Academic (HUMSS/GAS),Private HEI,No,BRO-ED ISU Cauayan
1190,Victor,Dizon,21,Male,Single,Region II,Isabela,Echague,Rural,2,BS Business Administration,Business,75.61,3.05,204488.0,5.0,No,yes,No,No,No,Self-Employed,Public,ABM,SUC,No,CHED SIKAP
1191,Joanna,Soriano,22,Female,Married,Region III,Other Province,Burgos,Rural,4,BS Social Work,Social Sciences,78.9,3.49,843124.0,9.0,No,No,No,No,No,Sugarcane Farmer,Public,Academic (HUMSS/GAS),LUC,Yes,No Scholarship Recommended
1192,Daniel,Castillo,20,Male,Single,Region II,Nueva Vizcaya,Other City/Municipality,Rural,1,BS Agribusiness (Coconut Industry),Coconut-Related,82.54,2.71,183025.0,4.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,suc,No,ACEF-GIAHEP
1193,Lovely,Soriano,22,Female,Single,Region II,Isabela,Burgos,Rural,3,BS Agricultural Engineering (Coconut),Coconut-Related,94.79,1.73,468962.0,6.0,No,No,yEs,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,CHED Merit - Half
1194,Jasmine,Soriano,21,Female,Single,Region II,Isabela,Burgos,Rural,4,BS Computer Engineering,Engineering,85.62,2.29,132884.0,8.0,No,No,Yes,No,No,OFW,Private,STEM,LUC,No,DOST Undergraduate Scholarship
1195,Glenda,Garcia,22,female,Single,Region VI,Other Province,Burgos,Rural,2,BS Agriculture (Coconut Farming Focus),Coconut-Related,78.28,3.22,176685.0,2.0,No,No,No,,,Vendor/Small Business,Public,STEM,Private HEI,No,CHED TES
1196,Andrei,Gonzales,24,Male,Single,Region II,Nueva Vizcaya,Cordon,Urban,2,BS Information Technology,IT/Computing,91.37,1.83,343236.0,7.0,No,No,No,No,No,Coconut Farmer,Public,STEM,SUC,No,DOST Undergraduate Scholarship
1197,Nicole,Dizon,19,Female ,Single,Region II,Isabela,Burgos,Rural,2,BS Agricultural Economics,Agriculture,90.89,1.86,,2.0,No,NO,No,,No,Sugarcane Farmer,Public,STEM,SUC,No,ACEF-GIAHEP
1198,Maricris,Soriano,21,Female,Single,Region VIII,Other Province,Alicia,Rural,4,BS Statistics,Science,95.67,1.72,260221.0,6.0,No,NO,No,No,No,Vendor/Small Business,,STEM,SUC,No,College Scholar
1199,Daniel,Soriano,17,Male,Single,CARAGA,Other Province,Other City/Municipality,Urban,4,BS Chemistry,Science,79.38,3.17,662937.0,8.0,No,n,No,Yes,No,Coconut Farmer,Private,STEM,SUC,Yes,CHED SIKAP
1200,Andrei,Dela Cruz,20,Male,Single,Region II,Isabela,Cordon,Rural,4,BS Electrical Engineering,ENGINEERING,97.21,1.48,306030.0,7.0,No,No,No,No,Yes,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED Merit - Full
1201,Angelo,Aquino,25,Male,Single,Region II,Cagayan,Santiago City,Rural,2,BS Agricultural Education,Education,99.35,1.03,106542.0,4.0,No,No,No,No,No,OFW,Private,Academic (HUMSS/GAS),SUC,No,CHED Merit - Full
1202,Kristine,Santos,19,FEMALE,Single,Region X,Other Province,Alicia,Rural,2,BS Electronics Engineering,Engineering,80.81,2.91,229364.0,9.0,No,No,No,Yes,Yes,Government Employee,Public,Stem,LUC,No,CHED TES
1203,Michael,Dizon,20,Male,Single,Region II,Quirino,Other City/Municipality,Rural,4,BS Information Systems,IT/Computing,80.88,2.8,135658.0,6.0,No,No,No,Yes,No,Vendor/Small Business,Public,STEM,LUC,No,CHED TDP
1204,Kevin,Garcia,18,MALE,Single,Region II,,Ilagan City,Rural,3,BS Agriculture (Sugarcane Farming),Sugarcane-Related,99.44,1.0,,2.0,no,No,No,No,No,OFW,Public,STEM,SUC,No,University Scholar
1205,Lovely,Dela Cruz,25,Female,Single,Region II,Isabela,Cabagan,Urban,4,BS Hotel and Restaurant Management,Hospitality,95.15,1.74,483074.0,3.0,nope,No,No,No,No,Vendor/Small Business,,TVL/ABM,SUC,No,CHED SIKAP
1206,Lovely,Torres,20,Female,Single,Region II,Isabela,Alicia,Rural,2,BS Agricultural Engineering (Coconut),Coconut-Related,97.67,1.09,119297.0,2.0,No,No,No,No,No,,Public,STEM,Private HEI,No,CHED Merit - Full
1207,Francis,Pagulayan,20,Male,Single,Region XI,Other Province,Roxas,Rural,1,BS Hotel and Restaurant Management,Hospitality,96.87,1.49,636293.0,7.0,Yes,Yes,No,No,Yes,Driver/Tricycle Operator,Public,TVL/ABM,LUC,No,CHED SIKAP
1208,Daniel,Cabauatan,23,Male,Married,Region II,Quirino,Alicia,Rural,1,BS Agriculture (Coconut Farming Focus),Coconut-Related,91.83,1.79,310768.0,8.0,No,No,No,Yes,No,Vendor/Small Business,Private,STEM,Private HEI,No,CHED TDP
1209,Noel,Ramos,20,Male,Single,Region II,Isabela,Cordon,Urban,1,BS Hotel and Restaurant Management,Hospitality,86.82,2.26,708418.0,,No,No,0,No,No,Ofw,Private,TVL/ABM,Private HEI,Yes,No Scholarship Recommended
1210,Nicole,Flores,25,Female,MARRIED,Region II,Cagayan,Ilagan City,Rural,1,BS Agriculture,Agriculture,91.83,1.77,323562.0,2.0,Yes,,No,No,No,Private Employee,Public,STEM,LUC,No,ACEF-GIAHEP
1211,Kevin,Flores,22,Male,Single,Region II,Isabela,Jones,Urban,3,BS Electronics Engineering,Engineering,77.84,3.29,75391.0,9.0,No,No,No,Yes,No,Driver/Tricycle Operator,Public,STEM,Private HEI,No,CHED TES
1212,Rowena,Durano,20,Female,Single,Region V,Other Province,Other City/Municipality,Urban,4,BS Agricultural Engineering,Agriculture,98.26,1.48,315049.0,5.0,Yes,No,No,No,Yes,Fisherfolk,Public,STEM,LUC,No,University Scholar
1213,Maria,Ballesteros,21,Female,Single,Region VI,Negros Occidental,Other City/Municipality,Urban,3,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,80.1,2.76,106145.0,2.0,No,No,No,No,No,private employee,Private,STEM,Private HEI,No,CHED SIDA
1214,Karen,Flores,19,Female,Single,Region II,Cagayan,Ilagan City,Rural,4,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,81.77,2.93,70365.0,4.0,No,No,Yes,No,No,Fisherfolk,Public,STEM,SUC,No,BRO-ED ISU Cauayan
1215,Jenny,Dizon,23,Female,Single,Region II,Cagayan,Roxas,Urban,4,BS Civil Engineering,Engineering,,2.05,135422.0,8.0,No,No,No,No,Yes,OFW,Public,STEM,SUC,No,DOST Undergraduate Scholarship
1216,Christian,Agcaoili,21,M,Single,Region II,Nueva Vizcaya,Burgos,Urban,1,BS Nursing,Health Sciences,91.08,1.95,418657.0,,No,No,No,No,No,Coconut Farmer,,Steem,SUC,No,DOST Undergraduate Scholarship
